updated_at,event_id,event_date,ticker,company_name,candidate_flag,original_group,event_title,action_class,action_score_hint,needs_manual_check,source_url
2026/05/18 17:16,TDNET-20260513-1909-6,2026-05-13,1909.T,日本ドライケミカル,候補外,M&A・資本提携,ＴＣＧ2511株式会社による日本ドライケミカル株式会社（証券コード：1909）の普通株式に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513530237.pdf
2026/05/18 17:16,TDNET-20260513-1909-7,2026-05-13,1909.T,日本ドライケミカル,候補外,M&A・資本提携,ＴＣＧ2511株式会社による当社株式に対する公開買付けに関する意見表明及び応募推奨に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513530222.pdf
2026/05/18 17:16,TDNET-20260513-1909-9,2026-05-13,1909.T,日本ドライケミカル,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260503517154.pdf
2026/05/18 17:16,TDNET-20260513-1909-10,2026-05-13,1909.T,日本ドライケミカル,候補外,M&A・資本提携,TCG2511株式会社による当社株式に対する公開買付けについて,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513530031.pdf
2026/05/18 17:16,TDNET-20260513-2331-12,2026-05-13,2331.T,ＡＬＳＯＫ,候補外,M&A・資本提携,ＴＣＧ2511株式会社による日本ドライケミカル株式会社（証券コード：1909）の普通株式に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513529891.pdf
2026/05/18 17:16,TDNET-20260513-2331-13,2026-05-13,2331.T,ＡＬＳＯＫ,候補外,自社株買い,自己株式取得に係る事項の決定に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260513529083.pdf
2026/05/18 17:16,TDNET-20260513-NA-17,2026-05-13,,Ｇ－ムービン,候補外,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513528796.pdf
2026/05/18 17:16,TDNET-20260513-NA-18,2026-05-13,,Ｇ－ムービン,候補外,業績上方修正,2026年12月期第２四半期（中間期）連結業績予想及び通期連結業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260513528809.pdf
2026/05/18 17:16,TDNET-20260513-7164-23,2026-05-13,7164.T,全国保証,候補外,決算短信,（訂正）適時開示資料「2026年３月期 決算短信補足資料」の一部訂正について,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530865.pdf
2026/05/18 17:16,TDNET-20260513-1326-28,2026-05-13,1326.T,ＳＰＤＲゴール,候補外,決算短信,2026年9月期ＳＰＤＲゴールド・シェア中間決算短信,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530686.pdf
2026/05/18 17:16,TDNET-20260513-7031-32,2026-05-13,7031.T,Ｇ－インバウンド,候補外,M&A・資本提携,簡易株式交付による株式会社FWの子会社化及び子会社の異動に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513529052.pdf
2026/05/18 17:16,TDNET-20260513-7031-33,2026-05-13,7031.T,Ｇ－インバウンド,候補外,業績上方修正,業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260513529149.pdf
2026/05/18 17:16,TDNET-20260513-3840-40,2026-05-13,3840.T,ＰＡＴＨ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513529853.pdf
2026/05/18 17:16,TDNET-20260513-NA-45,2026-05-13,,Ｐ－シュンビン,候補外,業績上方修正,通期個別業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260513530258.pdf
2026/05/18 17:16,TDNET-20260513-2332-47,2026-05-13,2332.T,クエスト,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530026.pdf
2026/05/18 17:16,TDNET-20260513-2332-48,2026-05-13,2332.T,クエスト,候補外,配当・増配,剰余金の配当（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513529493.pdf
2026/05/18 17:16,TDNET-20260513-3205-52,2026-05-13,3205.T,ダイドー,候補外,決算短信,2026年３月期 決算短信[日本基準]（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523430.pdf
2026/05/18 17:16,TDNET-20260513-3205-53,2026-05-13,3205.T,ダイドー,候補外,決算短信,2026年３月期 決算短信補足資料,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523206.pdf
2026/05/18 17:16,TDNET-20260513-3350-55,2026-05-13,3350.T,メタプラネット,候補外,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530380.pdf
2026/05/18 17:16,TDNET-20260513-3392-58,2026-05-13,3392.T,デリカフーズＨＤ,候補外,M&A・資本提携,株式会社日本政策投資銀行との資本業務提携並びに第三者割当により発行される第1回無担保転換社債型新株予約権付社債及び第1回新株予約権の募集に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513530621.pdf
2026/05/18 17:16,TDNET-20260513-3939-59,2026-05-13,3939.T,カナミックＮ,候補外,決算短信,2026年９月期 第２四半期（中間期）決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512525953.pdf
2026/05/18 17:16,TDNET-20260513-NA-62,2026-05-13,,Ｐ－ＭＪＥ,候補外,決算短信,2026年３月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513527794.pdf
2026/05/18 17:16,TDNET-20260513-NA-63,2026-05-13,,Ｐ－ＭＪＥ,候補外,配当・増配,剰余金の配当（期末配当）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513527828.pdf
2026/05/18 17:16,TDNET-20260513-6137-66,2026-05-13,6137.T,小池酸工,候補外,配当・増配,剰余金の配当（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513529624.pdf
2026/05/18 17:16,TDNET-20260513-6137-67,2026-05-13,6137.T,小池酸工,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513529839.pdf
2026/05/18 17:16,TDNET-20260513-6464-68,2026-05-13,6464.T,ツバキ・ナカシマ,候補外,決算短信,2026年12月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513529868.pdf
2026/05/18 17:16,TDNET-20260513-8285-71,2026-05-13,8285.T,三谷産業,候補外,配当・増配,剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513530373.pdf
2026/05/18 17:16,TDNET-20260513-8560-72,2026-05-13,8560.T,宮崎太銀,候補外,決算短信,（訂正）「2026年3月期 決算短信〔日本基準〕（連結）の一部訂正に関するお知らせ,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530614.pdf
2026/05/18 17:16,TDNET-20260513-9888-73,2026-05-13,9888.T,ＵＥＸ,候補外,自社株買い,自己株式の取得及び自己株式立会外買付取引（ＴｏＳＴＮｅＴ－３）による自己株式の買付け並びに自己株式の消却に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260513530611.pdf
2026/05/18 17:16,TDNET-20260513-9888-77,2026-05-13,9888.T,ＵＥＸ,候補外,決算短信,令和８年３月期決算短信[日本基準]（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260427511064.pdf
2026/05/18 17:16,TDNET-20260513-7201-79,2026-05-13,7201.T,日産自,候補外,決算短信,2026年3月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512525147.pdf
2026/05/18 17:16,TDNET-20260513-2180-82,2026-05-13,2180.T,サニーサイドアップ,候補外,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513528684.pdf
2026/05/18 17:16,TDNET-20260513-2180-83,2026-05-13,2180.T,サニーサイドアップ,候補外,M&A・資本提携,株式会社アカツキによる当社との経営統合に向けた当社株券等に対する公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260512526109.pdf
2026/05/18 17:16,TDNET-20260513-2180-84,2026-05-13,2180.T,サニーサイドアップ,候補外,配当・増配,2026年6月期期末配当予想の修正（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260512526079.pdf
2026/05/18 17:16,TDNET-20260513-3932-86,2026-05-13,3932.T,アカツキ,候補外,自社株買い,自己株式の取得及び自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付けに関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260512526438.pdf
2026/05/18 17:16,TDNET-20260513-3932-87,2026-05-13,3932.T,アカツキ,候補外,M&A・資本提携,株式会社サニーサイドアップグループ（証券コード：2180）との経営統合に向けた同社株券等に対する公開買付けの開始及び株式交換に向けた基本合意書の締結,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260512526453.pdf
2026/05/18 17:16,TDNET-20260513-NA-89,2026-05-13,,梅乃宿酒造,候補外,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕(非連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512526705.pdf
2026/05/18 17:16,TDNET-20260513-8772-91,2026-05-13,8772.T,アサックス,候補外,配当・増配,配当予想の修正（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513530604.pdf
2026/05/18 17:16,TDNET-20260513-8772-92,2026-05-13,8772.T,アサックス,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530538.pdf
2026/05/18 17:16,TDNET-20260513-3232-93,2026-05-13,3232.T,三重交通ＧＨＤ,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512527495.pdf
2026/05/18 17:16,TDNET-20260513-2108-99,2026-05-13,2108.T,甜菜糖,候補外,自社株買い,自己株式の取得及び自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付け並びに自己株式の消却に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260513530424.pdf
2026/05/18 17:16,TDNET-20260513-2152-100,2026-05-13,2152.T,幼児活動研究会,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(非連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513529495.pdf
2026/05/18 17:16,TDNET-20260512-NA-2,2026-05-12,,ムニノバＨＤ,候補外,M&A・資本提携,あんしん保証株式会社株券（証券コード7183）に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260511523064.pdf
2026/05/18 17:16,TDNET-20260512-7183-3,2026-05-12,7183.T,あんしん保証,候補外,M&A・資本提携,その他の関係会社の親会社であるムニノバホールディングス株式会社による当社株式等に対する公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260512526561.pdf
2026/05/18 17:16,TDNET-20260512-7183-4,2026-05-12,7183.T,あんしん保証,候補外,配当・増配,剰余金の配当（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260512525123.pdf
2026/05/18 17:16,TDNET-20260512-7183-5,2026-05-12,7183.T,あんしん保証,候補外,決算短信,2026年３月期決算短信〔日本基準〕(非連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511521428.pdf
2026/05/18 17:16,TDNET-20260512-2371-13,2026-05-12,2371.T,カカクコム,候補外,M&A・資本提携,Kamgras １株式会社による当社株券等に対する 公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260512526522.pdf
2026/05/18 17:16,TDNET-20260512-2371-14,2026-05-12,2371.T,カカクコム,候補外,M&A・資本提携,Kamgras １株式会社による株式会社カカクコム（証券コード：2371） に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260512526818.pdf
2026/05/18 17:16,TDNET-20260512-2371-15,2026-05-12,2371.T,カカクコム,候補外,配当・増配,剰余金の配当（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260512524332.pdf
2026/05/18 17:16,TDNET-20260512-3948-21,2026-05-12,3948.T,光ビジネス,候補外,決算短信,2026年12月期第１四半期決算短信〔日本基準〕（非連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260508520573.pdf
2026/05/18 17:16,TDNET-20260512-5949-24,2026-05-12,5949.T,ユニプレス,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523189.pdf
2026/05/18 17:16,TDNET-20260512-7433-25,2026-05-12,7433.T,伯東,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512526535.pdf
2026/05/18 17:16,TDNET-20260512-7433-26,2026-05-12,7433.T,伯東,候補外,配当・増配,剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260512526702.pdf
2026/05/18 17:16,TDNET-20260512-9513-28,2026-05-12,9513.T,Ｊパワー,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523365.pdf
2026/05/18 17:16,TDNET-20260512-9036-29,2026-05-12,9036.T,東部ネット,候補外,業績上方修正,（訂正）連結業績予想の修正および中期経営計画の最終年度目標の修正 並びに期末配当予想の修正（増配）に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260512526785.pdf
2026/05/18 17:16,TDNET-20260512-1672-33,2026-05-12,1672.T,金ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523920.pdf
2026/05/18 17:16,TDNET-20260512-1673-34,2026-05-12,1673.T,銀ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523921.pdf
2026/05/18 17:16,TDNET-20260512-1674-35,2026-05-12,1674.T,プラチナＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523922.pdf
2026/05/18 17:16,TDNET-20260512-1675-36,2026-05-12,1675.T,パラジＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523923.pdf
2026/05/18 17:16,TDNET-20260512-1676-37,2026-05-12,1676.T,キンゾクＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523924.pdf
2026/05/18 17:16,TDNET-20260512-1684-38,2026-05-12,1684.T,商品ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523927.pdf
2026/05/18 17:16,TDNET-20260512-1685-39,2026-05-12,1685.T,エナジーＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523928.pdf
2026/05/18 17:16,TDNET-20260512-1686-40,2026-05-12,1686.T,メタルＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523929.pdf
2026/05/18 17:16,TDNET-20260512-1687-41,2026-05-12,1687.T,アグリＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523930.pdf
2026/05/18 17:16,TDNET-20260512-1688-42,2026-05-12,1688.T,穀物ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523931.pdf
2026/05/18 17:16,TDNET-20260512-1689-43,2026-05-12,1689.T,ガスＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523932.pdf
2026/05/18 17:16,TDNET-20260512-1690-44,2026-05-12,1690.T,原油ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523933.pdf
2026/05/18 17:16,TDNET-20260512-1691-45,2026-05-12,1691.T,ガソリンＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523934.pdf
2026/05/18 17:16,TDNET-20260512-1692-46,2026-05-12,1692.T,アルミＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523935.pdf
2026/05/18 17:16,TDNET-20260512-1693-47,2026-05-12,1693.T,銅ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523936.pdf
2026/05/18 17:16,TDNET-20260512-1694-48,2026-05-12,1694.T,ニッケルＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523937.pdf
2026/05/18 17:16,TDNET-20260512-1695-49,2026-05-12,1695.T,小麦ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523938.pdf
2026/05/18 17:16,TDNET-20260512-1696-50,2026-05-12,1696.T,コーンＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523939.pdf
2026/05/18 17:16,TDNET-20260512-1697-51,2026-05-12,1697.T,大豆ＥＴＦ,候補外,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512523940.pdf
2026/05/18 17:16,TDNET-20260512-4056-52,2026-05-12,4056.T,Ｇ－ニューラル,候補外,M&A・資本提携,魔法株式会社及び株式会社ペガサスの株式の取得（子会社化）に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260511523052.pdf
2026/05/18 17:16,TDNET-20260512-5988-53,2026-05-12,5988.T,パイオラックス,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511521747.pdf
2026/05/18 17:16,TDNET-20260512-6239-58,2026-05-12,6239.T,ナガオカ,候補外,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512525744.pdf
2026/05/18 17:16,TDNET-20260512-6239-59,2026-05-12,6239.T,ナガオカ,候補外,業績上方修正,業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260512525810.pdf
2026/05/18 17:16,TDNET-20260512-6333-61,2026-05-12,6333.T,ＴＥＩＫＯＫＵ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511522715.pdf
2026/05/18 17:16,TDNET-20260512-6333-62,2026-05-12,6333.T,ＴＥＩＫＯＫＵ,候補外,配当・増配,剰余金の配当（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260512526081.pdf
2026/05/18 17:16,TDNET-20260512-6946-66,2026-05-12,6946.T,日アビオ,候補外,決算短信,２０２６年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511522466.pdf
2026/05/18 17:16,TDNET-20260512-7080-67,2026-05-12,7080.T,Ｇ－スポーツフィール,候補外,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523646.pdf
2026/05/18 17:16,TDNET-20260512-9433-74,2026-05-12,9433.T,ＫＤＤＩ,候補銘柄,その他,2026年３月期 決算説明会資料（中期経営戦略）,その他,0,通常確認,https://www.release.tdnet.info/inbs/140120260512524146.pdf
2026/05/18 17:16,TDNET-20260512-9433-75,2026-05-12,9433.T,ＫＤＤＩ,候補銘柄,その他,auフィナンシャルホールディングス株式会社の東京証券取引所への株式上場準備の開始について,上場・IPO関連,0,通常確認,https://www.release.tdnet.info/inbs/140120260512524156.pdf
2026/05/18 17:16,TDNET-20260512-NA-77,2026-05-12,,Ｐ－フリースタイル,候補外,業績上方修正,業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260512526230.pdf
2026/05/18 17:16,TDNET-20260512-7717-79,2026-05-12,7717.T,Ｖテク,候補外,決算短信,2026年3月期 決算短信[日本基準](連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260508521000.pdf
2026/05/18 17:16,TDNET-20260512-4732-80,2026-05-12,4732.T,ＵＳＳ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260512524281.pdf
2026/05/18 17:16,TDNET-20260512-4732-81,2026-05-12,4732.T,ＵＳＳ,候補外,配当・増配,剰余金の配当（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260512524846.pdf
2026/05/18 17:16,TDNET-20260512-4732-83,2026-05-12,4732.T,ＵＳＳ,候補外,自社株買い,自己株式取得に係る事項の決定に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260512524904.pdf
2026/05/18 17:16,TDNET-20260512-6655-85,2026-05-12,6655.T,洋電機,候補外,配当・増配,2026年３月期個別業績の前期実績値との差異および配当予想の修正に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260512525628.pdf
2026/05/18 17:16,TDNET-20260512-6655-86,2026-05-12,6655.T,洋電機,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511522989.pdf
2026/05/18 17:16,TDNET-20260512-1945-87,2026-05-12,1945.T,東京エネシス,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511522853.pdf
2026/05/18 17:16,TDNET-20260512-4554-90,2026-05-12,4554.T,富士製薬,候補外,決算短信,2026年９月期第２四半期(中間期)決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523475.pdf
